Unnamed: 0,year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
3760,2013,1,5,830.0,0.0,946.0,-1.0,9E,N8747B,4051,JFK,BWI,36.0,184,8.0,30.0
4056,2013,1,5,1537.0,-8.0,1644.0,-17.0,9E,N8914A,3635,JFK,BWI,42.0,184,15.0,37.0
4217,2013,1,5,1831.0,-4.0,1941.0,-9.0,MQ,N942MQ,3944,JFK,BWI,36.0,184,18.0,31.0
4259,2013,1,5,1939.0,-1.0,2046.0,-18.0,9E,N8672A,4091,JFK,BWI,38.0,184,19.0,39.0
4453,2013,1,6,815.0,-5.0,940.0,1.0,9E,N8903A,4051,JFK,BWI,41.0,184,8.0,15.0
4820,2013,1,6,1552.0,7.0,1722.0,19.0,9E,N8883E,3635,JFK,BWI,38.0,184,15.0,52.0
4993,2013,1,6,1832.0,-3.0,1942.0,-8.0,MQ,N636MQ,3944,JFK,BWI,41.0,184,18.0,32.0
5067,2013,1,6,1945.0,5.0,2058.0,-8.0,9E,N8883E,4091,JFK,BWI,37.0,184,19.0,45.0
5336,2013,1,7,815.0,-5.0,924.0,-15.0,9E,N8907A,4051,JFK,BWI,38.0,184,8.0,15.0
5771,2013,1,7,1610.0,25.0,1729.0,26.0,9E,N8869B,3635,JFK,BWI,36.0,184,16.0,10.0
5932,2013,1,7,1834.0,-1.0,1944.0,-6.0,MQ,N606MQ,3944,JFK,BWI,37.0,184,18.0,34.0
5997,2013,1,7,1939.0,-1.0,2037.0,-29.0,9E,N8674A,4091,JFK,BWI,39.0,184,19.0,39.0
6269,2013,1,8,818.0,-2.0,932.0,-7.0,9E,N8674A,4051,JFK,BWI,39.0,184,8.0,18.0
6639,2013,1,8,1540.0,-5.0,1652.0,-11.0,9E,N8971A,3635,JFK,BWI,39.0,184,15.0,40.0
6846,2013,1,8,1843.0,8.0,1940.0,-10.0,MQ,N620MQ,3944,JFK,BWI,43.0,184,18.0,43.0
6902,2013,1,8,1948.0,8.0,2045.0,-21.0,9E,N8971A,4091,JFK,BWI,37.0,184,19.0,48.0
7166,2013,1,9,814.0,-6.0,939.0,0.0,9E,N8971A,4051,JFK,BWI,42.0,184,8.0,14.0
7543,2013,1,9,1538.0,-7.0,1639.0,-24.0,9E,N8907A,3635,JFK,BWI,41.0,184,15.0,38.0
7739,2013,1,9,1832.0,-3.0,1931.0,-19.0,MQ,N688MQ,3944,JFK,BWI,42.0,184,18.0,32.0
7811,2013,1,9,1952.0,12.0,2059.0,-7.0,9E,N8907A,4091,JFK,BWI,40.0,184,19.0,52.0
8077,2013,1,10,814.0,-6.0,924.0,-15.0,9E,N8836A,4051,JFK,BWI,39.0,184,8.0,14.0
8462,2013,1,10,1532.0,-13.0,1652.0,-11.0,9E,N8688C,3635,JFK,BWI,42.0,184,15.0,32.0
8658,2013,1,10,1827.0,-8.0,1932.0,-18.0,MQ,N909MQ,3944,JFK,BWI,33.0,184,18.0,27.0
8730,2013,1,10,1935.0,-5.0,2044.0,-22.0,9E,N829AY,4091,JFK,BWI,39.0,184,19.0,35.0
9024,2013,1,11,829.0,9.0,949.0,10.0,9E,N829AY,4051,JFK,BWI,40.0,184,8.0,29.0
9397,2013,1,11,1538.0,-7.0,1700.0,-3.0,9E,N8710A,3635,JFK,BWI,44.0,184,15.0,38.0
9582,2013,1,11,1828.0,-7.0,2040.0,50.0,MQ,N918MQ,3944,JFK,BWI,43.0,184,18.0,28.0
9654,2013,1,11,1946.0,6.0,2059.0,-7.0,9E,N8710A,4091,JFK,BWI,42.0,184,19.0,46.0
9909,2013,1,12,830.0,10.0,947.0,10.0,9E,N8475B,4051,JFK,BWI,40.0,184,8.0,30.0
10195,2013,1,12,1536.0,-9.0,1639.0,-22.0,9E,N8580A,3635,JFK,BWI,37.0,184,15.0,36.0
10346,2013,1,12,1825.0,-10.0,1932.0,-18.0,MQ,N932MQ,3944,JFK,BWI,35.0,184,18.0,25.0
10395,2013,1,12,1952.0,12.0,2109.0,5.0,9E,N8515F,4091,JFK,BWI,40.0,184,19.0,52.0
10567,2013,1,13,809.0,-11.0,925.0,-14.0,9E,N8516C,4051,JFK,BWI,38.0,184,8.0,9.0
10970,2013,1,13,1632.0,47.0,1727.0,24.0,9E,N8475B,3635,JFK,BWI,39.0,184,16.0,32.0
11272,2013,1,13,,,,,9E,,4091,JFK,BWI,,184,,
11276,2013,1,13,,,,,MQ,N655MQ,3944,JFK,BWI,,184,,
11454,2013,1,14,822.0,2.0,1000.0,21.0,9E,N830AY,4051,JFK,BWI,41.0,184,8.0,22.0
11846,2013,1,14,1542.0,-3.0,1645.0,-18.0,9E,N8891A,3635,JFK,BWI,40.0,184,15.0,42.0
12037,2013,1,14,1827.0,-8.0,1926.0,-24.0,MQ,N619MQ,3944,JFK,BWI,40.0,184,18.0,27.0
12110,2013,1,14,1943.0,3.0,2049.0,-17.0,9E,N8891A,4091,JFK,BWI,41.0,184,19.0,43.0
12372,2013,1,15,816.0,-4.0,949.0,10.0,9E,N8672A,4051,JFK,BWI,43.0,184,8.0,16.0
12744,2013,1,15,1541.0,-4.0,1656.0,-7.0,9E,N8974C,3635,JFK,BWI,43.0,184,15.0,41.0
12931,2013,1,15,1827.0,-8.0,1931.0,-19.0,MQ,N688MQ,3944,JFK,BWI,45.0,184,18.0,27.0
13012,2013,1,15,1953.0,13.0,2103.0,-3.0,9E,N8974C,4091,JFK,BWI,45.0,184,19.0,53.0
13249,2013,1,16,819.0,-1.0,927.0,-12.0,9E,N8855A,4051,JFK,BWI,46.0,184,8.0,19.0
13776,2013,1,16,1830.0,-5.0,1922.0,-28.0,MQ,N680MQ,3944,JFK,BWI,40.0,184,18.0,30.0
13923,2013,1,16,2150.0,130.0,2317.0,131.0,9E,N8943A,4091,JFK,BWI,43.0,184,21.0,50.0
13986,2013,1,16,,,,,9E,,3635,JFK,BWI,,184,,
14174,2013,1,17,820.0,0.0,938.0,-1.0,9E,N8694A,4051,JFK,BWI,40.0,184,8.0,20.0
14652,2013,1,17,1703.0,78.0,1810.0,67.0,9E,N8458A,3635,JFK,BWI,39.0,184,17.0,3.0
14746,2013,1,17,1828.0,-7.0,1935.0,-15.0,MQ,N624MQ,3944,JFK,BWI,39.0,184,18.0,28.0
14817,2013,1,17,1935.0,-5.0,2048.0,-18.0,9E,N8492C,4091,JFK,BWI,39.0,184,19.0,35.0
15106,2013,1,18,817.0,-3.0,929.0,-10.0,9E,N8492C,4051,JFK,BWI,38.0,184,8.0,17.0
15483,2013,1,18,1545.0,0.0,1709.0,6.0,9E,N8423C,3635,JFK,BWI,38.0,184,15.0,45.0
15664,2013,1,18,1825.0,-10.0,1939.0,-11.0,MQ,N610MQ,3944,JFK,BWI,40.0,184,18.0,25.0
15749,2013,1,18,1946.0,6.0,2043.0,-23.0,9E,N8423C,4091,JFK,BWI,36.0,184,19.0,46.0
16009,2013,1,19,839.0,19.0,950.0,13.0,9E,N823AY,4051,JFK,BWI,38.0,184,8.0,39.0
16295,2013,1,19,1547.0,2.0,1649.0,-12.0,9E,N8877A,3635,JFK,BWI,38.0,184,15.0,47.0
16454,2013,1,19,1903.0,28.0,2007.0,17.0,MQ,N672MQ,3944,JFK,BWI,37.0,184,19.0,3.0
16493,2013,1,19,2025.0,45.0,2128.0,24.0,9E,N836AY,4091,JFK,BWI,42.0,184,20.0,25.0
16976,2013,1,20,1544.0,-1.0,1710.0,7.0,9E,N8423C,3635,JFK,BWI,37.0,184,15.0,44.0
17149,2013,1,20,1830.0,-5.0,1955.0,5.0,MQ,N653MQ,3944,JFK,BWI,41.0,184,18.0,30.0
17209,2013,1,20,1932.0,-8.0,2057.0,-9.0,9E,N8588D,4091,JFK,BWI,41.0,184,19.0,32.0
17997,2013,1,21,1738.0,113.0,1847.0,104.0,9E,N829AY,3635,JFK,BWI,47.0,184,17.0,38.0
18043,2013,1,21,1829.0,-6.0,1928.0,-22.0,MQ,N694MQ,3944,JFK,BWI,42.0,184,18.0,29.0
18224,2013,1,21,,,,,9E,,4091,JFK,BWI,,184,,
18391,2013,1,22,817.0,-3.0,941.0,2.0,9E,N8525B,4051,JFK,BWI,40.0,184,8.0,17.0
18762,2013,1,22,1543.0,-2.0,1715.0,12.0,9E,N8948B,3635,JFK,BWI,38.0,184,15.0,43.0
18938,2013,1,22,1831.0,-4.0,1954.0,4.0,MQ,N680MQ,3944,JFK,BWI,50.0,184,18.0,31.0
18995,2013,1,22,1942.0,2.0,2111.0,5.0,9E,N8477R,4091,JFK,BWI,43.0,184,19.0,42.0
19277,2013,1,23,821.0,1.0,936.0,-3.0,9E,N8933B,4051,JFK,BWI,52.0,184,8.0,21.0
19689,2013,1,23,1601.0,16.0,1738.0,35.0,9E,N8930E,3635,JFK,BWI,43.0,184,16.0,1.0
19840,2013,1,23,1830.0,-5.0,1935.0,-15.0,MQ,N825MQ,3944,JFK,BWI,38.0,184,18.0,30.0
19976,2013,1,23,2110.0,90.0,2208.0,62.0,9E,N8930E,4091,JFK,BWI,39.0,184,21.0,10.0
20248,2013,1,24,917.0,57.0,1027.0,48.0,9E,N800AY,4051,JFK,BWI,43.0,184,9.0,17.0
20556,2013,1,24,1554.0,9.0,1725.0,22.0,9E,N8409N,3635,JFK,BWI,39.0,184,15.0,54.0
20738,2013,1,24,1830.0,-5.0,1954.0,4.0,MQ,N615MQ,3944,JFK,BWI,38.0,184,18.0,30.0
20810,2013,1,24,1950.0,10.0,2138.0,32.0,9E,N8409N,4091,JFK,BWI,35.0,184,19.0,50.0
21105,2013,1,25,813.0,-7.0,922.0,-17.0,9E,N8409N,4051,JFK,BWI,38.0,184,8.0,13.0
21654,2013,1,25,1827.0,-8.0,2026.0,36.0,MQ,N634MQ,3944,JFK,BWI,45.0,184,18.0,27.0
21723,2013,1,25,2015.0,270.0,2139.0,276.0,9E,N8960A,3635,JFK,BWI,38.0,184,20.0,15.0
21822,2013,1,25,2353.0,253.0,144.0,278.0,9E,N8960A,4091,JFK,BWI,36.0,184,23.0,53.0
22216,2013,1,26,1409.0,349.0,1528.0,351.0,9E,N8444F,4051,JFK,BWI,37.0,184,14.0,9.0
22292,2013,1,26,1542.0,-3.0,1641.0,-20.0,9E,N8698A,3635,JFK,BWI,38.0,184,15.0,42.0
22445,2013,1,26,1831.0,-4.0,1953.0,3.0,MQ,N610MQ,3944,JFK,BWI,37.0,184,18.0,31.0
22479,2013,1,26,1938.0,-2.0,2058.0,-6.0,9E,N8665A,4091,JFK,BWI,37.0,184,19.0,38.0
22707,2013,1,27,918.0,58.0,1016.0,37.0,9E,N8560F,4051,JFK,BWI,34.0,184,9.0,18.0
23026,2013,1,27,1610.0,25.0,1716.0,13.0,9E,N8674A,3635,JFK,BWI,35.0,184,16.0,10.0
23168,2013,1,27,1826.0,-9.0,1921.0,-29.0,MQ,N699MQ,3944,JFK,BWI,37.0,184,18.0,26.0
23241,2013,1,27,1933.0,-7.0,2032.0,-34.0,9E,N8674A,4091,JFK,BWI,35.0,184,19.0,33.0
23579,2013,1,28,856.0,36.0,1004.0,25.0,9E,N8877A,4051,JFK,BWI,41.0,184,8.0,56.0
23912,2013,1,28,1607.0,22.0,1741.0,38.0,9E,N835AY,3635,JFK,BWI,43.0,184,16.0,7.0
24052,2013,1,28,1827.0,-8.0,1934.0,-16.0,MQ,N659MQ,3944,JFK,BWI,36.0,184,18.0,27.0
24151,2013,1,28,2029.0,49.0,2130.0,24.0,9E,N835AY,4091,JFK,BWI,35.0,184,20.0,29.0
24448,2013,1,29,810.0,-10.0,930.0,-9.0,9E,N8797A,4051,JFK,BWI,39.0,184,8.0,10.0
24823,2013,1,29,1539.0,-6.0,1647.0,-16.0,9E,N8533D,3635,JFK,BWI,37.0,184,15.0,39.0
24998,2013,1,29,1834.0,-1.0,1934.0,-16.0,MQ,N633MQ,3944,JFK,BWI,41.0,184,18.0,34.0
25061,2013,1,29,1933.0,-7.0,2033.0,-33.0,9E,N8533D,4091,JFK,BWI,36.0,184,19.0,33.0
25331,2013,1,30,814.0,-6.0,935.0,-4.0,9E,N8477R,4051,JFK,BWI,42.0,184,8.0,14.0
25809,2013,1,30,1830.0,-5.0,1956.0,6.0,MQ,N614MQ,3944,JFK,BWI,50.0,184,18.0,30.0
26031,2013,1,30,,,,,9E,,3635,JFK,BWI,,184,,
26034,2013,1,30,,,,,9E,,4091,JFK,BWI,,184,,
26241,2013,1,31,824.0,4.0,936.0,-3.0,9E,N8888D,4051,JFK,BWI,42.0,184,8.0,24.0
26617,2013,1,31,1627.0,42.0,1740.0,37.0,9E,N8577D,3635,JFK,BWI,40.0,184,16.0,27.0
26728,2013,1,31,1829.0,-6.0,2034.0,44.0,MQ,N906MQ,3944,JFK,BWI,52.0,184,18.0,29.0
26813,2013,1,31,2014.0,34.0,2211.0,65.0,9E,N8577D,4091,JFK,BWI,40.0,184,20.0,14.0
130,2013,1,1,821.0,-4.0,932.0,-13.0,MQ,N846MQ,4418,JFK,DCA,52.0,213,8.0,21.0
259,2013,1,1,1059.0,-1.0,1210.0,-5.0,MQ,N509MQ,3792,JFK,DCA,50.0,213,10.0,59.0
299,2013,1,1,1155.0,-5.0,1312.0,-3.0,MQ,N846MQ,4425,JFK,DCA,57.0,213,11.0,55.0
419,2013,1,1,1439.0,-6.0,1558.0,-15.0,DL,N319NB,1972,JFK,DCA,56.0,213,14.0,39.0
464,2013,1,1,1520.0,-5.0,1643.0,-12.0,MQ,N509MQ,3823,JFK,DCA,57.0,213,15.0,20.0
730,2013,1,1,1942.0,157.0,2124.0,174.0,MQ,N835MQ,4410,JFK,DCA,60.0,213,19.0,42.0
778,2013,1,1,2046.0,11.0,2144.0,-29.0,9E,N916XJ,3357,JFK,DCA,43.0,213,20.0,46.0
809,2013,1,1,2128.0,3.0,2243.0,3.0,MQ,N810MQ,4449,JFK,DCA,54.0,213,21.0,28.0
1007,2013,1,2,815.0,-10.0,933.0,-12.0,MQ,N853MQ,4418,JFK,DCA,43.0,213,8.0,15.0
1028,2013,1,2,828.0,-7.0,952.0,-15.0,9E,N901XJ,3383,JFK,DCA,42.0,213,8.0,28.0
1161,2013,1,2,1056.0,-4.0,1207.0,-8.0,MQ,N546MQ,3792,JFK,DCA,54.0,213,10.0,56.0
1198,2013,1,2,1153.0,-7.0,1313.0,-2.0,MQ,N853MQ,4425,JFK,DCA,55.0,213,11.0,53.0
1330,2013,1,2,1442.0,-3.0,1612.0,-1.0,DL,N320NB,1972,JFK,DCA,60.0,213,14.0,42.0
1380,2013,1,2,1525.0,0.0,1652.0,-3.0,MQ,N516MQ,3823,JFK,DCA,59.0,213,15.0,25.0
1685,2013,1,2,2005.0,180.0,2126.0,176.0,MQ,N810MQ,4410,JFK,DCA,49.0,213,20.0,5.0
1708,2013,1,2,2036.0,1.0,2137.0,-36.0,9E,N922XJ,3357,JFK,DCA,42.0,213,20.0,36.0
1772,2013,1,2,2313.0,108.0,20.0,100.0,MQ,N810MQ,4449,JFK,DCA,50.0,213,23.0,13.0
1948,2013,1,3,819.0,-6.0,934.0,-11.0,MQ,N818MQ,4418,JFK,DCA,57.0,213,8.0,19.0
1967,2013,1,3,837.0,-8.0,938.0,-37.0,9E,N913XJ,3405,JFK,DCA,43.0,213,8.0,37.0
2094,2013,1,3,1058.0,-2.0,1206.0,-9.0,MQ,N502MQ,3792,JFK,DCA,51.0,213,10.0,58.0
2132,2013,1,3,1153.0,-7.0,1317.0,2.0,MQ,N818MQ,4425,JFK,DCA,63.0,213,11.0,53.0
2297,2013,1,3,1512.0,7.0,1623.0,-14.0,9E,N913XJ,3393,JFK,DCA,49.0,213,15.0,12.0
2364,2013,1,3,1619.0,54.0,1738.0,43.0,MQ,N645MQ,3823,JFK,DCA,50.0,213,16.0,19.0
2416,2013,1,3,1706.0,1.0,1825.0,-5.0,MQ,N853MQ,4410,JFK,DCA,45.0,213,17.0,6.0
2658,2013,1,3,2119.0,-6.0,2239.0,-1.0,MQ,N853MQ,4449,JFK,DCA,54.0,213,21.0,19.0
2677,2013,1,3,2211.0,86.0,2346.0,90.0,9E,N934XJ,3395,JFK,DCA,43.0,213,22.0,11.0
2877,2013,1,4,820.0,-5.0,946.0,1.0,MQ,N835MQ,4418,JFK,DCA,51.0,213,8.0,20.0
3012,2013,1,4,1055.0,-5.0,1203.0,-12.0,MQ,N504MQ,3792,JFK,DCA,47.0,213,10.0,55.0
3054,2013,1,4,1149.0,-11.0,1302.0,-13.0,MQ,N835MQ,4425,JFK,DCA,50.0,213,11.0,49.0
3197,2013,1,4,1457.0,-8.0,1635.0,-2.0,9E,N920XJ,3393,JFK,DCA,46.0,213,14.0,57.0
3229,2013,1,4,1525.0,0.0,1650.0,-5.0,MQ,N532MQ,3823,JFK,DCA,51.0,213,15.0,25.0
3334,2013,1,4,1658.0,-7.0,1800.0,-30.0,MQ,N839MQ,4410,JFK,DCA,44.0,213,16.0,58.0
3544,2013,1,4,2036.0,-9.0,2134.0,-42.0,9E,N904XJ,3395,JFK,DCA,41.0,213,20.0,36.0
3577,2013,1,4,2123.0,-2.0,2244.0,4.0,MQ,N839MQ,4449,JFK,DCA,56.0,213,21.0,23.0
3609,2013,1,4,,,,,9E,,3405,JFK,DCA,,213,,
3754,2013,1,5,824.0,-1.0,948.0,3.0,MQ,N739MQ,4418,JFK,DCA,47.0,213,8.0,24.0
3773,2013,1,5,839.0,-6.0,959.0,-14.0,9E,N921XJ,3405,JFK,DCA,42.0,213,8.0,39.0
3865,2013,1,5,1057.0,-3.0,1157.0,-18.0,MQ,N532MQ,3792,JFK,DCA,46.0,213,10.0,57.0
3906,2013,1,5,1156.0,-4.0,1314.0,-1.0,MQ,N739MQ,4425,JFK,DCA,49.0,213,11.0,56.0
4035,2013,1,5,1507.0,2.0,1623.0,-12.0,9E,N929XJ,3393,JFK,DCA,42.0,213,15.0,7.0
4041,2013,1,5,1522.0,-3.0,1642.0,-13.0,MQ,N517MQ,3823,JFK,DCA,49.0,213,15.0,22.0
4141,2013,1,5,1703.0,-2.0,1805.0,-25.0,MQ,N839MQ,4410,JFK,DCA,43.0,213,17.0,3.0
4292,2013,1,5,2043.0,-2.0,2146.0,-28.0,9E,N910XJ,3395,JFK,DCA,44.0,213,20.0,43.0
4306,2013,1,5,2120.0,-5.0,2242.0,2.0,MQ,N839MQ,4449,JFK,DCA,57.0,213,21.0,20.0
4457,2013,1,6,819.0,-6.0,935.0,-10.0,MQ,N835MQ,4418,JFK,DCA,53.0,213,8.0,19.0
4476,2013,1,6,842.0,-3.0,1005.0,-10.0,9E,N912XJ,3405,JFK,DCA,49.0,213,8.0,42.0
4578,2013,1,6,1059.0,-1.0,1203.0,-12.0,MQ,N513MQ,3792,JFK,DCA,51.0,213,10.0,59.0
4620,2013,1,6,1156.0,-4.0,1309.0,-6.0,MQ,N835MQ,4425,JFK,DCA,58.0,213,11.0,56.0
4768,2013,1,6,1502.0,-3.0,1632.0,-5.0,9E,N912XJ,3393,JFK,DCA,44.0,213,15.0,2.0
4794,2013,1,6,1524.0,-1.0,1653.0,-2.0,MQ,N534MQ,3823,JFK,DCA,51.0,213,15.0,24.0
4900,2013,1,6,1707.0,2.0,1835.0,5.0,MQ,N839MQ,4410,JFK,DCA,58.0,213,17.0,7.0
5113,2013,1,6,2044.0,-1.0,2142.0,-34.0,9E,N930XJ,3395,JFK,DCA,42.0,213,20.0,44.0
5132,2013,1,6,2125.0,0.0,2234.0,-6.0,MQ,N840MQ,4449,JFK,DCA,53.0,213,21.0,25.0
5343,2013,1,7,822.0,-3.0,954.0,9.0,MQ,N856MQ,4418,JFK,DCA,46.0,213,8.0,22.0
5369,2013,1,7,841.0,-4.0,946.0,-29.0,9E,N920XJ,3405,JFK,DCA,40.0,213,8.0,41.0
5488,2013,1,7,1102.0,2.0,1206.0,-9.0,MQ,N534MQ,3792,JFK,DCA,47.0,213,11.0,2.0
5534,2013,1,7,1153.0,-7.0,1303.0,-12.0,MQ,N856MQ,4425,JFK,DCA,46.0,213,11.0,53.0
5691,2013,1,7,1502.0,-3.0,1629.0,-8.0,9E,N916XJ,3393,JFK,DCA,45.0,213,15.0,2.0
5711,2013,1,7,1524.0,-1.0,1643.0,-12.0,MQ,N546MQ,3823,JFK,DCA,48.0,213,15.0,24.0
5843,2013,1,7,1713.0,8.0,1836.0,6.0,MQ,N835MQ,4410,JFK,DCA,48.0,213,17.0,13.0
6042,2013,1,7,2042.0,-3.0,2138.0,-38.0,9E,N936XJ,3395,JFK,DCA,42.0,213,20.0,42.0
6067,2013,1,7,2123.0,-2.0,2229.0,-11.0,MQ,N835MQ,4449,JFK,DCA,45.0,213,21.0,23.0
6271,2013,1,8,818.0,-7.0,939.0,-6.0,MQ,N828MQ,4418,JFK,DCA,42.0,213,8.0,18.0
6299,2013,1,8,841.0,-4.0,950.0,-25.0,9E,N937XJ,3405,JFK,DCA,41.0,213,8.0,41.0
6407,2013,1,8,1055.0,-5.0,1158.0,-17.0,MQ,N516MQ,3792,JFK,DCA,48.0,213,10.0,55.0
6462,2013,1,8,1154.0,-6.0,1308.0,-7.0,MQ,N828MQ,4425,JFK,DCA,53.0,213,11.0,54.0
6625,2013,1,8,1523.0,-2.0,1645.0,-10.0,MQ,N3AEMQ,3823,JFK,DCA,54.0,213,15.0,23.0
6731,2013,1,8,1659.0,-6.0,1756.0,-34.0,MQ,N856MQ,4410,JFK,DCA,43.0,213,16.0,59.0
6770,2013,1,8,1728.0,143.0,1843.0,126.0,9E,N917XJ,3393,JFK,DCA,44.0,213,17.0,28.0
6955,2013,1,8,2042.0,-3.0,2156.0,-20.0,9E,N906XJ,3395,JFK,DCA,43.0,213,20.0,42.0
6970,2013,1,8,2120.0,-5.0,2229.0,-11.0,MQ,N856MQ,4449,JFK,DCA,53.0,213,21.0,20.0
7190,2013,1,9,833.0,8.0,942.0,-3.0,MQ,N840MQ,4418,JFK,DCA,47.0,213,8.0,33.0
7196,2013,1,9,838.0,-7.0,1003.0,-12.0,9E,N921XJ,3405,JFK,DCA,45.0,213,8.0,38.0
7314,2013,1,9,1057.0,-3.0,1210.0,-5.0,MQ,N504MQ,3792,JFK,DCA,52.0,213,10.0,57.0
7356,2013,1,9,1151.0,-9.0,1305.0,-10.0,MQ,N840MQ,4425,JFK,DCA,59.0,213,11.0,51.0
7510,2013,1,9,1501.0,-4.0,1626.0,-11.0,9E,N930XJ,3393,JFK,DCA,52.0,213,15.0,1.0
7530,2013,1,9,1526.0,1.0,1647.0,-8.0,MQ,N500MQ,3823,JFK,DCA,53.0,213,15.0,26.0
7672,2013,1,9,1725.0,20.0,1830.0,0.0,MQ,N818MQ,4410,JFK,DCA,45.0,213,17.0,25.0
7847,2013,1,9,2037.0,-8.0,2147.0,-29.0,9E,N918XJ,3395,JFK,DCA,48.0,213,20.0,37.0
7871,2013,1,9,2118.0,-7.0,2231.0,-9.0,MQ,N818MQ,4449,JFK,DCA,54.0,213,21.0,18.0
8082,2013,1,10,820.0,-5.0,929.0,-16.0,MQ,N854MQ,4418,JFK,DCA,51.0,213,8.0,20.0
8107,2013,1,10,839.0,-6.0,940.0,-35.0,9E,N928XJ,3405,JFK,DCA,44.0,213,8.0,39.0
8224,2013,1,10,1059.0,-1.0,1210.0,-5.0,MQ,N542MQ,3792,JFK,DCA,48.0,213,10.0,59.0
8273,2013,1,10,1155.0,-5.0,1300.0,-15.0,MQ,N854MQ,4425,JFK,DCA,50.0,213,11.0,55.0
8429,2013,1,10,1504.0,-1.0,1629.0,-8.0,9E,N605LR,3393,JFK,DCA,49.0,213,15.0,4.0
8447,2013,1,10,1518.0,-7.0,1633.0,-22.0,MQ,N528MQ,3823,JFK,DCA,52.0,213,15.0,18.0
8558,2013,1,10,1659.0,-6.0,1800.0,-30.0,MQ,N840MQ,4410,JFK,DCA,39.0,213,16.0,59.0
8777,2013,1,10,2038.0,-7.0,2139.0,-37.0,9E,N933XJ,3395,JFK,DCA,41.0,213,20.0,38.0
8799,2013,1,10,2114.0,-11.0,2230.0,-10.0,MQ,N840MQ,4449,JFK,DCA,53.0,213,21.0,14.0
9012,2013,1,11,820.0,-5.0,951.0,6.0,MQ,N846MQ,4418,JFK,DCA,41.0,213,8.0,20.0
9041,2013,1,11,841.0,-4.0,1006.0,-9.0,9E,N917XJ,3405,JFK,DCA,41.0,213,8.0,41.0
9212,2013,1,11,1157.0,-3.0,1313.0,-2.0,MQ,N846MQ,4425,JFK,DCA,53.0,213,11.0,57.0
9271,2013,1,11,1322.0,142.0,1445.0,150.0,MQ,N539MQ,3792,JFK,DCA,60.0,213,13.0,22.0
9355,2013,1,11,1458.0,-7.0,1631.0,-6.0,9E,N916XJ,3393,JFK,DCA,66.0,213,14.0,58.0
9498,2013,1,11,1658.0,93.0,1817.0,82.0,MQ,N539MQ,3823,JFK,DCA,48.0,213,16.0,58.0
9504,2013,1,11,1706.0,1.0,1839.0,9.0,MQ,N828MQ,4410,JFK,DCA,51.0,213,17.0,6.0
9694,2013,1,11,2039.0,-6.0,2147.0,-29.0,9E,N925XJ,3395,JFK,DCA,46.0,213,20.0,39.0
9722,2013,1,11,2121.0,-4.0,2255.0,15.0,MQ,N846MQ,4449,JFK,DCA,52.0,213,21.0,21.0
9921,2013,1,12,839.0,14.0,936.0,-9.0,MQ,N840MQ,4418,JFK,DCA,40.0,213,8.0,39.0
9925,2013,1,12,845.0,0.0,957.0,-16.0,9E,N908XJ,3405,JFK,DCA,48.0,213,8.0,45.0
10014,2013,1,12,1058.0,-2.0,1201.0,-14.0,MQ,N528MQ,3792,JFK,DCA,45.0,213,10.0,58.0
10091,2013,1,12,1304.0,64.0,1415.0,60.0,MQ,N818MQ,4425,JFK,DCA,51.0,213,13.0,4.0
