year_x,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute,year_y,type,manufacturer,model,engines,seats,speed,engine,date,cancellation
2013,1,8,818.0,-2.0,932.0,-7.0,9E,N8674A,4051,JFK,BWI,39.0,184,8.0,18.0,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-08,0
2013,1,8,1540.0,-5.0,1652.0,-11.0,9E,N8971A,3635,JFK,BWI,39.0,184,15.0,40.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-08,0
2013,1,8,1843.0,8.0,1940.0,-10.0,MQ,N620MQ,3944,JFK,BWI,43.0,184,18.0,43.0,,,,,,,,,2013-01-08,0
2013,1,8,1948.0,8.0,2045.0,-21.0,9E,N8971A,4091,JFK,BWI,37.0,184,19.0,48.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-08,0
2013,1,9,814.0,-6.0,939.0,0.0,9E,N8971A,4051,JFK,BWI,42.0,184,8.0,14.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-09,0
2013,1,9,1538.0,-7.0,1639.0,-24.0,9E,N8907A,3635,JFK,BWI,41.0,184,15.0,38.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-09,0
2013,1,9,1832.0,-3.0,1931.0,-19.0,MQ,N688MQ,3944,JFK,BWI,42.0,184,18.0,32.0,,,,,,,,,2013-01-09,0
2013,1,9,1952.0,12.0,2059.0,-7.0,9E,N8907A,4091,JFK,BWI,40.0,184,19.0,52.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-09,0
2013,1,10,814.0,-6.0,924.0,-15.0,9E,N8836A,4051,JFK,BWI,39.0,184,8.0,14.0,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-10,0
2013,1,10,1532.0,-13.0,1652.0,-11.0,9E,N8688C,3635,JFK,BWI,42.0,184,15.0,32.0,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-10,0
2013,1,10,1827.0,-8.0,1932.0,-18.0,MQ,N909MQ,3944,JFK,BWI,33.0,184,18.0,27.0,,,,,,,,,2013-01-10,0
2013,1,10,1935.0,-5.0,2044.0,-22.0,9E,N829AY,4091,JFK,BWI,39.0,184,19.0,35.0,2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-10,0
2013,1,11,829.0,9.0,949.0,10.0,9E,N829AY,4051,JFK,BWI,40.0,184,8.0,29.0,2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-11,0
2013,1,11,1538.0,-7.0,1700.0,-3.0,9E,N8710A,3635,JFK,BWI,44.0,184,15.0,38.0,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-11,0
2013,1,11,1828.0,-7.0,2040.0,50.0,MQ,N918MQ,3944,JFK,BWI,43.0,184,18.0,28.0,,,,,,,,,2013-01-11,0
2013,1,11,1946.0,6.0,2059.0,-7.0,9E,N8710A,4091,JFK,BWI,42.0,184,19.0,46.0,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-11,0
2013,1,12,830.0,10.0,947.0,10.0,9E,N8475B,4051,JFK,BWI,40.0,184,8.0,30.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-12,0
2013,1,12,1536.0,-9.0,1639.0,-22.0,9E,N8580A,3635,JFK,BWI,37.0,184,15.0,36.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-12,0
2013,1,12,1825.0,-10.0,1932.0,-18.0,MQ,N932MQ,3944,JFK,BWI,35.0,184,18.0,25.0,,,,,,,,,2013-01-12,0
2013,1,12,1952.0,12.0,2109.0,5.0,9E,N8515F,4091,JFK,BWI,40.0,184,19.0,52.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-12,0
2013,1,13,809.0,-11.0,925.0,-14.0,9E,N8516C,4051,JFK,BWI,38.0,184,8.0,9.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-13,0
2013,1,13,1632.0,47.0,1727.0,24.0,9E,N8475B,3635,JFK,BWI,39.0,184,16.0,32.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-13,0
2013,1,13,,,,,9E,,4091,JFK,BWI,,184,,,,,,,,,,,2013-01-13,1
2013,1,13,,,,,MQ,N655MQ,3944,JFK,BWI,,184,,,,,,,,,,,2013-01-13,1
2013,1,14,822.0,2.0,1000.0,21.0,9E,N830AY,4051,JFK,BWI,41.0,184,8.0,22.0,2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-14,0
2013,1,14,1542.0,-3.0,1645.0,-18.0,9E,N8891A,3635,JFK,BWI,40.0,184,15.0,42.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-14,0
2013,1,14,1827.0,-8.0,1926.0,-24.0,MQ,N619MQ,3944,JFK,BWI,40.0,184,18.0,27.0,,,,,,,,,2013-01-14,0
2013,1,14,1943.0,3.0,2049.0,-17.0,9E,N8891A,4091,JFK,BWI,41.0,184,19.0,43.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-14,0
2013,1,15,816.0,-4.0,949.0,10.0,9E,N8672A,4051,JFK,BWI,43.0,184,8.0,16.0,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-15,0
2013,1,15,1541.0,-4.0,1656.0,-7.0,9E,N8974C,3635,JFK,BWI,43.0,184,15.0,41.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-15,0
2013,1,15,1827.0,-8.0,1931.0,-19.0,MQ,N688MQ,3944,JFK,BWI,45.0,184,18.0,27.0,,,,,,,,,2013-01-15,0
2013,1,15,1953.0,13.0,2103.0,-3.0,9E,N8974C,4091,JFK,BWI,45.0,184,19.0,53.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-15,0
2013,1,16,819.0,-1.0,927.0,-12.0,9E,N8855A,4051,JFK,BWI,46.0,184,8.0,19.0,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-16,0
2013,1,16,1830.0,-5.0,1922.0,-28.0,MQ,N680MQ,3944,JFK,BWI,40.0,184,18.0,30.0,,,,,,,,,2013-01-16,0
2013,1,16,2150.0,130.0,2317.0,131.0,9E,N8943A,4091,JFK,BWI,43.0,184,21.0,50.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-16,0
2013,1,16,,,,,9E,,3635,JFK,BWI,,184,,,,,,,,,,,2013-01-16,1
2013,1,17,820.0,0.0,938.0,-1.0,9E,N8694A,4051,JFK,BWI,40.0,184,8.0,20.0,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-17,0
2013,1,17,1703.0,78.0,1810.0,67.0,9E,N8458A,3635,JFK,BWI,39.0,184,17.0,3.0,2000.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-17,0
2013,1,17,1828.0,-7.0,1935.0,-15.0,MQ,N624MQ,3944,JFK,BWI,39.0,184,18.0,28.0,,,,,,,,,2013-01-17,0
2013,1,17,1935.0,-5.0,2048.0,-18.0,9E,N8492C,4091,JFK,BWI,39.0,184,19.0,35.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-17,0
2013,1,18,817.0,-3.0,929.0,-10.0,9E,N8492C,4051,JFK,BWI,38.0,184,8.0,17.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-18,0
2013,1,18,1545.0,0.0,1709.0,6.0,9E,N8423C,3635,JFK,BWI,38.0,184,15.0,45.0,2000.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-18,0
2013,1,18,1825.0,-10.0,1939.0,-11.0,MQ,N610MQ,3944,JFK,BWI,40.0,184,18.0,25.0,,,,,,,,,2013-01-18,0
2013,1,18,1946.0,6.0,2043.0,-23.0,9E,N8423C,4091,JFK,BWI,36.0,184,19.0,46.0,2000.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-18,0
2013,1,19,839.0,19.0,950.0,13.0,9E,N823AY,4051,JFK,BWI,38.0,184,8.0,39.0,2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-19,0
2013,1,19,1547.0,2.0,1649.0,-12.0,9E,N8877A,3635,JFK,BWI,38.0,184,15.0,47.0,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-19,0
2013,1,19,1903.0,28.0,2007.0,17.0,MQ,N672MQ,3944,JFK,BWI,37.0,184,19.0,3.0,,,,,,,,,2013-01-19,0
2013,1,19,2025.0,45.0,2128.0,24.0,9E,N836AY,4091,JFK,BWI,42.0,184,20.0,25.0,2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-19,0
2013,1,20,1544.0,-1.0,1710.0,7.0,9E,N8423C,3635,JFK,BWI,37.0,184,15.0,44.0,2000.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-20,0
2013,1,20,1830.0,-5.0,1955.0,5.0,MQ,N653MQ,3944,JFK,BWI,41.0,184,18.0,30.0,,,,,,,,,2013-01-20,0
2013,1,20,1932.0,-8.0,2057.0,-9.0,9E,N8588D,4091,JFK,BWI,41.0,184,19.0,32.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-20,0
2013,1,21,1738.0,113.0,1847.0,104.0,9E,N829AY,3635,JFK,BWI,47.0,184,17.0,38.0,2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-21,0
2013,1,21,1829.0,-6.0,1928.0,-22.0,MQ,N694MQ,3944,JFK,BWI,42.0,184,18.0,29.0,,,,,,,,,2013-01-21,0
2013,1,21,,,,,9E,,4091,JFK,BWI,,184,,,,,,,,,,,2013-01-21,1
2013,1,22,817.0,-3.0,941.0,2.0,9E,N8525B,4051,JFK,BWI,40.0,184,8.0,17.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-22,0
2013,1,22,1543.0,-2.0,1715.0,12.0,9E,N8948B,3635,JFK,BWI,38.0,184,15.0,43.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-22,0
2013,1,22,1831.0,-4.0,1954.0,4.0,MQ,N680MQ,3944,JFK,BWI,50.0,184,18.0,31.0,,,,,,,,,2013-01-22,0
2013,1,22,1942.0,2.0,2111.0,5.0,9E,N8477R,4091,JFK,BWI,43.0,184,19.0,42.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-22,0
2013,1,23,821.0,1.0,936.0,-3.0,9E,N8933B,4051,JFK,BWI,52.0,184,8.0,21.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-23,0
2013,1,23,1601.0,16.0,1738.0,35.0,9E,N8930E,3635,JFK,BWI,43.0,184,16.0,1.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-23,0
2013,1,23,1830.0,-5.0,1935.0,-15.0,MQ,N825MQ,3944,JFK,BWI,38.0,184,18.0,30.0,,,,,,,,,2013-01-23,0
2013,1,23,2110.0,90.0,2208.0,62.0,9E,N8930E,4091,JFK,BWI,39.0,184,21.0,10.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-23,0
2013,1,24,917.0,57.0,1027.0,48.0,9E,N800AY,4051,JFK,BWI,43.0,184,9.0,17.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-24,0
2013,1,24,1554.0,9.0,1725.0,22.0,9E,N8409N,3635,JFK,BWI,39.0,184,15.0,54.0,2000.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-24,0
2013,1,24,1830.0,-5.0,1954.0,4.0,MQ,N615MQ,3944,JFK,BWI,38.0,184,18.0,30.0,,,,,,,,,2013-01-24,0
2013,1,24,1950.0,10.0,2138.0,32.0,9E,N8409N,4091,JFK,BWI,35.0,184,19.0,50.0,2000.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-24,0
2013,1,25,813.0,-7.0,922.0,-17.0,9E,N8409N,4051,JFK,BWI,38.0,184,8.0,13.0,2000.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-25,0
2013,1,25,1827.0,-8.0,2026.0,36.0,MQ,N634MQ,3944,JFK,BWI,45.0,184,18.0,27.0,,,,,,,,,2013-01-25,0
2013,1,25,2015.0,270.0,2139.0,276.0,9E,N8960A,3635,JFK,BWI,38.0,184,20.0,15.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-25,0
2013,1,25,2353.0,253.0,144.0,278.0,9E,N8960A,4091,JFK,BWI,36.0,184,23.0,53.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-25,0
2013,1,26,1409.0,349.0,1528.0,351.0,9E,N8444F,4051,JFK,BWI,37.0,184,14.0,9.0,2000.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-26,0
2013,1,26,1542.0,-3.0,1641.0,-20.0,9E,N8698A,3635,JFK,BWI,38.0,184,15.0,42.0,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-26,0
2013,1,26,1831.0,-4.0,1953.0,3.0,MQ,N610MQ,3944,JFK,BWI,37.0,184,18.0,31.0,,,,,,,,,2013-01-26,0
2013,1,26,1938.0,-2.0,2058.0,-6.0,9E,N8665A,4091,JFK,BWI,37.0,184,19.0,38.0,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-26,0
2013,1,27,918.0,58.0,1016.0,37.0,9E,N8560F,4051,JFK,BWI,34.0,184,9.0,18.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-27,0
2013,1,27,1610.0,25.0,1716.0,13.0,9E,N8674A,3635,JFK,BWI,35.0,184,16.0,10.0,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-27,0
2013,1,27,1826.0,-9.0,1921.0,-29.0,MQ,N699MQ,3944,JFK,BWI,37.0,184,18.0,26.0,,,,,,,,,2013-01-27,0
2013,1,27,1933.0,-7.0,2032.0,-34.0,9E,N8674A,4091,JFK,BWI,35.0,184,19.0,33.0,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-27,0
2013,1,28,856.0,36.0,1004.0,25.0,9E,N8877A,4051,JFK,BWI,41.0,184,8.0,56.0,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-28,0
2013,1,28,1607.0,22.0,1741.0,38.0,9E,N835AY,3635,JFK,BWI,43.0,184,16.0,7.0,2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-28,0
2013,1,28,1827.0,-8.0,1934.0,-16.0,MQ,N659MQ,3944,JFK,BWI,36.0,184,18.0,27.0,,,,,,,,,2013-01-28,0
2013,1,28,2029.0,49.0,2130.0,24.0,9E,N835AY,4091,JFK,BWI,35.0,184,20.0,29.0,2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-28,0
2013,1,29,810.0,-10.0,930.0,-9.0,9E,N8797A,4051,JFK,BWI,39.0,184,8.0,10.0,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-29,0
2013,1,29,1539.0,-6.0,1647.0,-16.0,9E,N8533D,3635,JFK,BWI,37.0,184,15.0,39.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-29,0
2013,1,29,1834.0,-1.0,1934.0,-16.0,MQ,N633MQ,3944,JFK,BWI,41.0,184,18.0,34.0,,,,,,,,,2013-01-29,0
2013,1,29,1933.0,-7.0,2033.0,-33.0,9E,N8533D,4091,JFK,BWI,36.0,184,19.0,33.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-29,0
2013,1,30,814.0,-6.0,935.0,-4.0,9E,N8477R,4051,JFK,BWI,42.0,184,8.0,14.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-30,0
2013,1,30,1830.0,-5.0,1956.0,6.0,MQ,N614MQ,3944,JFK,BWI,50.0,184,18.0,30.0,,,,,,,,,2013-01-30,0
2013,1,30,,,,,9E,,3635,JFK,BWI,,184,,,,,,,,,,,2013-01-30,1
2013,1,30,,,,,9E,,4091,JFK,BWI,,184,,,,,,,,,,,2013-01-30,1
2013,1,31,824.0,4.0,936.0,-3.0,9E,N8888D,4051,JFK,BWI,42.0,184,8.0,24.0,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-31,0
2013,1,31,1627.0,42.0,1740.0,37.0,9E,N8577D,3635,JFK,BWI,40.0,184,16.0,27.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-31,0
2013,1,31,1829.0,-6.0,2034.0,44.0,MQ,N906MQ,3944,JFK,BWI,52.0,184,18.0,29.0,,,,,,,,,2013-01-31,0
2013,1,31,2014.0,34.0,2211.0,65.0,9E,N8577D,4091,JFK,BWI,40.0,184,20.0,14.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-01-31,0
2013,1,1,821.0,-4.0,932.0,-13.0,MQ,N846MQ,4418,JFK,DCA,52.0,213,8.0,21.0,,,,,,,,,2013-01-01,0
2013,1,1,1059.0,-1.0,1210.0,-5.0,MQ,N509MQ,3792,JFK,DCA,50.0,213,10.0,59.0,,,,,,,,,2013-01-01,0
2013,1,1,1155.0,-5.0,1312.0,-3.0,MQ,N846MQ,4425,JFK,DCA,57.0,213,11.0,55.0,,,,,,,,,2013-01-01,0
2013,1,1,1439.0,-6.0,1558.0,-15.0,DL,N319NB,1972,JFK,DCA,56.0,213,14.0,39.0,2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2.0,145.0,,Turbo-fan,2013-01-01,0
2013,1,1,1520.0,-5.0,1643.0,-12.0,MQ,N509MQ,3823,JFK,DCA,57.0,213,15.0,20.0,,,,,,,,,2013-01-01,0
2013,1,1,1942.0,157.0,2124.0,174.0,MQ,N835MQ,4410,JFK,DCA,60.0,213,19.0,42.0,,,,,,,,,2013-01-01,0
2013,1,1,2046.0,11.0,2144.0,-29.0,9E,N916XJ,3357,JFK,DCA,43.0,213,20.0,46.0,2008.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,,Turbo-fan,2013-01-01,0
2013,1,1,2128.0,3.0,2243.0,3.0,MQ,N810MQ,4449,JFK,DCA,54.0,213,21.0,28.0,,,,,,,,,2013-01-01,0
2013,1,2,815.0,-10.0,933.0,-12.0,MQ,N853MQ,4418,JFK,DCA,43.0,213,8.0,15.0,,,,,,,,,2013-01-02,0
2013,1,2,828.0,-7.0,952.0,-15.0,9E,N901XJ,3383,JFK,DCA,42.0,213,8.0,28.0,2007.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,,Turbo-fan,2013-01-02,0
